image_path,yellow_pct,dark_pct
../data/raw/banana_set_large\20230213_075849_jpg.rf.c84c8ae05fda87e8b5375607c5ed415f.jpg,26.3,14.9
../data/raw/banana_set_large\20230213_075850_jpg.rf.2a433694c716d62da72966642803ea93.jpg,22.7,18.1
../data/raw/banana_set_large\20230213_075854_jpg.rf.3d70b299e60e800e748427ad5bd5d713.jpg,38.1,11.3
../data/raw/banana_set_large\20230213_075856_jpg.rf.61d8c6b01391b485e22ded8ed03c037c.jpg,20.6,18.8
../data/raw/banana_set_large\20230213_075858_jpg.rf.ab2063cf124f260088aa9506bc0cbdfb.jpg,22.8,16.8
../data/raw/banana_set_large\20230213_075906_jpg.rf.4d93258e386d7511180d3905ad0fbc31.jpg,45.0,10.5
../data/raw/banana_set_large\20230213_075907_jpg.rf.46e5cfb38601f9f81ed786b3073bd9a8.jpg,31.2,13.8
../data/raw/banana_set_large\20230213_075916_jpg.rf.1e8a1c80732159fe8140af623b1a5c9a.jpg,24.9,8.0
../data/raw/banana_set_large\20230213_075926_jpg.rf.d9c82c9d624f71f0c915d75fc2832c31.jpg,25.3,12.8
../data/raw/banana_set_large\20230213_075934_jpg.rf.5604c976f5a2b45dd509bf83e1e2a947.jpg,23.4,22.2
../data/raw/banana_set_large\20230213_075945_jpg.rf.d821806d8e56d4d449ba9b80b5fe955f.jpg,25.8,11.5
../data/raw/banana_set_large\20230213_075953_jpg.rf.1e22ea86fef8df152da321843bb076ea.jpg,26.4,13.5
../data/raw/banana_set_large\20230213_080002_jpg.rf.9839ff7bfc0cfde453347e5f98f840ff.jpg,25.6,14.0
../data/raw/banana_set_large\20230213_080038_jpg.rf.9272ba9864d3778e305db03ec5415183.jpg,43.8,20.6
../data/raw/banana_set_large\20230213_080045_jpg.rf.153c177db4fe1af5d3fbe06bdb2c038e.jpg,48.8,18.8
../data/raw/banana_set_large\20230213_080049_jpg.rf.3c6a42450b98a8db41b9d1f9e57abe1d.jpg,15.7,13.1
../data/raw/banana_set_large\20230213_080052_jpg.rf.a1c76e89536c5044b33e4b080f582a9e.jpg,47.2,11.6
../data/raw/banana_set_large\20230213_080054_jpg.rf.cd5d450c1a6c8dd1988a76079e9b9d9a.jpg,29.5,22.3
../data/raw/banana_set_large\20230213_080058_jpg.rf.4bf2e8ac2b99340efda195129c89652d.jpg,37.6,29.6
../data/raw/banana_set_large\20230213_080059_jpg.rf.81d843b35cca57dccb34c5b8b0b48a43.jpg,47.7,13.5
../data/raw/banana_set_large\20230213_080103_jpg.rf.ddf19edabcbc9121e474f9909aea03de.jpg,27.3,8.7
../data/raw/banana_set_large\20230213_080111_jpg.rf.2af03a51202e9a288b67f5387098742a.jpg,33.0,24.1
../data/raw/banana_set_large\20230213_080116_jpg.rf.5182a9d2b2c7894090705ac84c249370.jpg,28.0,11.8
../data/raw/banana_set_large\20230213_080118_jpg.rf.f6753c93880f4ffdf1e754a34a319b35.jpg,28.6,10.3
../data/raw/banana_set_large\20230213_080120_jpg.rf.30fa43c91b4ca91e66d203acf62bcc65.jpg,21.7,10.6
../data/raw/banana_set_large\20230213_080124_jpg.rf.c6250587d9f5fd149d4bc852b86c54c2.jpg,10.5,23.5
../data/raw/banana_set_large\20230213_080125_jpg.rf.e9a22e1b7d69325242d2ece38dcbcc82.jpg,36.7,16.6
../data/raw/banana_set_large\20230213_080131_jpg.rf.b8f488198d7e9b36f81d0a95d927e150.jpg,39.6,16.8
../data/raw/banana_set_large\20230213_080132_jpg.rf.8155e36f02922e55c6612e0d39fb788f.jpg,40.2,14.6
../data/raw/banana_set_large\20230213_080137_jpg.rf.138b8ffb557bd429f0a5b56a1e603d98.jpg,37.1,32.8
../data/raw/banana_set_large\20230213_080138_jpg.rf.6773f8d5b61ddcee70c0dd2684a74cfe.jpg,18.3,18.9
../data/raw/banana_set_large\20230213_080141_jpg.rf.f16c9c4703658475adc2c487ca816100.jpg,0.1,19.0
../data/raw/banana_set_large\20230213_080143_jpg.rf.e0caaa5ad1b4e8f3d41d3882a640a7e1.jpg,17.1,22.3
../data/raw/banana_set_large\20230213_080144_jpg.rf.d18b8e68ba17c657625ba74bf6eafeaf.jpg,19.5,12.9
../data/raw/banana_set_large\20230213_080148_jpg.rf.db9dac0367e022e1a41fe3f37bc85e19.jpg,14.7,14.2
../data/raw/banana_set_large\20230213_080151_jpg.rf.a47f42ee921658c5ba833e02bc3bbbb9.jpg,26.2,28.5
../data/raw/banana_set_large\20230213_080153_jpg.rf.aee261c23b2541a7c7dbea2949ea186c.jpg,16.3,17.2
../data/raw/banana_set_large\20230213_080154_jpg.rf.47f1c5e86f7206113dbda654dd85955a.jpg,26.8,24.4
../data/raw/banana_set_large\20230213_080157_jpg.rf.59eff06f465ea2b7daff7917759536b7.jpg,13.8,13.5
../data/raw/banana_set_large\20230213_080159_jpg.rf.1497de3e96bd4018edcef08d57840a93.jpg,21.6,13.1
../data/raw/banana_set_large\20230213_080202_jpg.rf.83ca322f248a1f1f946c0ac506b6015e.jpg,18.5,15.4
../data/raw/banana_set_large\20230213_080207_jpg.rf.37b183107a07219cb4010c5e0352c366.jpg,52.2,15.6
../data/raw/banana_set_large\20230213_080207_jpg.rf.5e4e0e29640588cbaf4d7cd6a323d7e9.jpg,15.6,13.4
../data/raw/banana_set_large\20230213_080212_jpg.rf.83d86ccaf2b25fd1d096613f8a3d6f6e.jpg,23.6,18.7
../data/raw/banana_set_large\20230213_080215_jpg.rf.d74b721696bbc8676baa629c63602530.jpg,21.4,18.5
../data/raw/banana_set_large\20230213_080218_jpg.rf.dbd66481d24eb6aa3c9ec39bee7730c6.jpg,17.1,19.9
../data/raw/banana_set_large\20230213_080222_jpg.rf.3232155dd2b9d633bee5e4162a7c1751.jpg,37.5,19.1
../data/raw/banana_set_large\20230213_080223_jpg.rf.de6c8a5e58e93213091090fc98382bb8.jpg,12.5,10.0
../data/raw/banana_set_large\20230213_080228_jpg.rf.f096340de6e8aa1249ecc6406c1eb714.jpg,30.6,13.6
../data/raw/banana_set_large\20230213_080235_jpg.rf.487b13b350441084468ea5ecc4830d5a.jpg,31.0,11.1
../data/raw/banana_set_large\20230213_080236_jpg.rf.8b75953a6d4c99eacde163b0ae7c69eb.jpg,53.7,41.1
../data/raw/banana_set_large\20230213_080241_jpg.rf.8bec103457b1fceb297b57a1023285ea.jpg,22.6,25.4
../data/raw/banana_set_large\20230213_080244_jpg.rf.bd9e0ef01ccb68377d7aece53ada267f.jpg,12.4,18.4
../data/raw/banana_set_large\20230213_080249_jpg.rf.ef8ea4d44d7469660daaaf7c9b192368.jpg,22.1,29.0
../data/raw/banana_set_large\20230213_080303_jpg.rf.9ea881eaf2c5493317f9cfa0c78d9326.jpg,15.4,24.3
../data/raw/banana_set_large\20230213_080311_jpg.rf.81579d951e4dd361ccfea03ae92d98e9.jpg,14.2,24.4
../data/raw/banana_set_large\20230213_080320_jpg.rf.2be78e4e07986896b8d6ff93ede054dd.jpg,22.4,23.5
../data/raw/banana_set_large\20230213_080329_jpg.rf.db0ab1f9a4fe17a161122c2a307783e2.jpg,23.2,27.0
../data/raw/banana_set_large\20230213_080337_jpg.rf.579fdc345d5bfb785b01104fdefbe404.jpg,20.6,38.0
../data/raw/banana_set_large\20230213_080344_jpg.rf.0641a4f8ba9fc791ea216376f0d4a91a.jpg,20.7,17.2
../data/raw/banana_set_large\20230213_080351_jpg.rf.7228044b0b3f45188f37c07bbfc4ab15.jpg,43.2,28.7
../data/raw/banana_set_large\20230213_080357_jpg.rf.4686b5178cadc5eaadb32f2812a08c32.jpg,26.7,26.5
../data/raw/banana_set_large\20230213_080406_jpg.rf.bc5ef4405ca50257db401e93c7362a33.jpg,35.1,27.5
../data/raw/banana_set_large\20230213_080436_jpg.rf.834c307ae20c63a69001b45ec1803d9a.jpg,36.1,43.5
../data/raw/banana_set_large\20230213_080442_jpg.rf.84fe43b95bb02c4c3c4a9b8ef302bfb7.jpg,21.3,16.1
../data/raw/banana_set_large\20230213_080446_jpg.rf.052cd5565883be8428bfbbead2de3fc0.jpg,22.3,18.2
../data/raw/banana_set_large\20230213_080451_jpg.rf.0bbc58b9c3bb91e212af978ad5cc4d84.jpg,20.2,19.6
../data/raw/banana_set_large\20230213_080458_jpg.rf.b657e7791ee6d6b27ebc56518ea9acd5.jpg,23.4,15.6
../data/raw/banana_set_large\20230213_080503_jpg.rf.2d60d30751a95a3a82515a80d46d60f5.jpg,7.1,13.3
../data/raw/banana_set_large\20230213_080508_jpg.rf.384e00d939e7a7803bc2e12fb35166fb.jpg,15.2,10.7
../data/raw/banana_set_large\20230213_080512_jpg.rf.de58dc6465bd565a70fd20ac2d2cbacc.jpg,3.9,47.7
../data/raw/banana_set_large\20230213_080513_jpg.rf.131fcac79e0d497a8507b63cba4d1676.jpg,12.6,24.7
../data/raw/banana_set_large\20230213_080519_jpg.rf.7fe63f61a442ffc00238c0bb0acb87a5.jpg,16.4,25.0
../data/raw/banana_set_large\20230213_080524_jpg.rf.b232c1633ba22452de693774d8fa3b68.jpg,0.0,42.2
../data/raw/banana_set_large\20230213_080534_jpg.rf.d88b4665c51030e3256a8ac220516b67.jpg,10.8,14.2
../data/raw/banana_set_large\20230213_080535_jpg.rf.9bbff662a6f0daed27e90e167035fe0b.jpg,38.1,32.8
../data/raw/banana_set_large\20230213_080545_jpg.rf.6e9fe77a071477d6c3710f1e3f285fe4.jpg,48.7,21.9
../data/raw/banana_set_large\20230213_080554_jpg.rf.2c1358b5d99cd459429b8317f97a4816.jpg,8.8,6.7
../data/raw/banana_set_large\20230213_080606_jpg.rf.ecd58ba545d372eb568ade415197470b.jpg,18.9,18.7
../data/raw/banana_set_large\20230213_080607_jpg.rf.e3ed63ecd6a853b484a858fc7227dce9.jpg,34.7,15.3
../data/raw/banana_set_large\20230213_080609_jpg.rf.448c7c47d6394d8ce20eaf69f85e8cb6.jpg,18.8,7.0
../data/raw/banana_set_large\20230213_080620_jpg.rf.d1ab6e24e03c1a99ac94621e1248b9cb.jpg,46.9,14.5
../data/raw/banana_set_large\20230213_080638_jpg.rf.80f97642dda8e0174ff0a628ed181f57.jpg,12.8,33.7
../data/raw/banana_set_large\20230213_080640_jpg.rf.07249c50be9846823d225892eba1aa8b.jpg,14.9,8.1
../data/raw/banana_set_large\20230213_080642_jpg.rf.edf370f747bb1fc1410d729b433fe63a.jpg,19.1,13.5
../data/raw/banana_set_large\20230213_080651_jpg.rf.55437fcce740464298d563a9810aa0a2.jpg,19.4,9.4
../data/raw/banana_set_large\20230213_080655_jpg.rf.c54c82bdf624ef2d63cedc63d3f8d83a.jpg,17.1,8.1
../data/raw/banana_set_large\20230213_080700_jpg.rf.42a2af3b9f13040e1c8d13b55f7e4f6d.jpg,15.6,11.9
../data/raw/banana_set_large\20230213_080735_jpg.rf.03917c80124d4b6dc0c6f21a8afa0e21.jpg,35.2,5.4
../data/raw/banana_set_large\20230213_080739_jpg.rf.e267ddca958b2dd3dd6c88f78a52c6e2.jpg,32.7,25.5
../data/raw/banana_set_large\20230213_080742_jpg.rf.8668977a3d069f959e85abcd110ba363.jpg,35.5,32.9
../data/raw/banana_set_large\20230213_080743_jpg.rf.3f156d07e4759ca8d7c875d9ca6bb4e6.jpg,33.9,17.0
../data/raw/banana_set_large\20230213_080748_jpg.rf.e68741815956dd2406d97eddc8276f58.jpg,34.6,15.9
../data/raw/banana_set_large\20230213_080750_jpg.rf.9bf7c559978abb23e84be8e4efcdbe94.jpg,33.7,6.7
../data/raw/banana_set_large\20230213_080752_jpg.rf.16ae17b284fbb996edb788d102431b16.jpg,19.6,16.0
../data/raw/banana_set_large\20230213_080757_jpg.rf.69adf1af9a7f6ecdf0e83f74276959af.jpg,9.7,48.6
../data/raw/banana_set_large\20230213_080807_jpg.rf.e5890a848e23c84445db38675e8979d7.jpg,13.4,38.4
../data/raw/banana_set_large\20230213_080813_jpg.rf.d3a7419f8065568574b100aec5dc5f8f.jpg,8.7,6.6
../data/raw/banana_set_large\20230213_080814_jpg.rf.53b99a1823196a84bbc0eadeef528971.jpg,33.5,29.6
../data/raw/banana_set_large\20230213_080821_jpg.rf.3a7d6d306d056645d54ebc79d3d14b13.jpg,33.1,21.9
../data/raw/banana_set_large\20230213_080832_jpg.rf.0750ae4f4985abea3489bb65e7260a2d.jpg,28.7,12.5
../data/raw/banana_set_large\20230213_080836_jpg.rf.38275ae57a8aa13cc0ddf9985a1cc3c5.jpg,8.7,8.3
../data/raw/banana_set_large\20230213_080842_jpg.rf.13886be79275920e7d9dd2027b66dc0d.jpg,30.2,25.3
../data/raw/banana_set_large\20230213_080842_jpg.rf.aaa804898c293f7b94517b9ded019d38.jpg,21.9,5.9
../data/raw/banana_set_large\20230213_080849_jpg.rf.2f6da002431707ad944cb473e4374317.jpg,28.7,11.7
../data/raw/banana_set_large\20230213_080903_jpg.rf.853338d68d9d5c536c357d316990bb66.jpg,31.4,12.5
../data/raw/banana_set_large\20230213_080910_jpg.rf.17a9314e1515120bd0ab3ef99d524bd0.jpg,43.8,23.9
../data/raw/banana_set_large\20230213_080911_jpg.rf.d176694c04a02885eec8d37fe4a10839.jpg,39.6,37.3
../data/raw/banana_set_large\20230213_080916_jpg.rf.49254d4b15c3a3846e354e003f9f3981.jpg,36.3,30.2
../data/raw/banana_set_large\20230213_080921_jpg.rf.13514508db8c13e2d91b278f2f3f7a7f.jpg,58.0,39.4
../data/raw/banana_set_large\20230213_080928_jpg.rf.bc479b5c78b82356bf397ef678b89866.jpg,31.2,7.5
../data/raw/banana_set_large\20230213_080930_jpg.rf.c408da047943f95f4929541836d0cae5.jpg,38.9,31.8
../data/raw/banana_set_large\20230213_080934_jpg.rf.9f978d959e4174802a9d4985eaa37f10.jpg,39.9,12.4
../data/raw/banana_set_large\20230213_080939_jpg.rf.92977c9349dd6dd9cbe84b4e8eefabb5.jpg,34.6,8.5
../data/raw/banana_set_large\20230213_080948_jpg.rf.1e78fc2d0196c7b2b11e34cf22e550e1.jpg,28.6,18.8
../data/raw/banana_set_large\20230213_080948_jpg.rf.f8c603af163e978ef7b8377fb1ebd09d.jpg,35.6,28.0
../data/raw/banana_set_large\20230213_080955_jpg.rf.0605081c55d890fda17fcda94b64fdda.jpg,33.5,18.5
../data/raw/banana_set_large\20230213_080955_jpg.rf.6b9098774ae3a6f0957c5a64949bd07e.jpg,22.6,5.8
../data/raw/banana_set_large\20230213_080955_jpg.rf.7b9fb5b1de52ed32b1c17e23353f55c9.jpg,36.2,23.5
../data/raw/banana_set_large\20230213_081002_jpg.rf.b9266a239fe18ef97ac0c82c0fc2796e.jpg,26.2,34.8
../data/raw/banana_set_large\20230213_081003_jpg.rf.3fd23e27f9cc2101e5e8afdc4b6f2443.jpg,20.6,17.9
../data/raw/banana_set_large\20230213_081005_jpg.rf.dae329c550258d1303f3912432bbff65.jpg,53.7,15.7
../data/raw/banana_set_large\20230213_081007_jpg.rf.ca8706537aaa19c26e6045218a52cb4c.jpg,18.8,14.4
../data/raw/banana_set_large\20230213_081009_jpg.rf.2210d1f251fb606ae1f4537f0cb019b3.jpg,31.2,25.6
../data/raw/banana_set_large\20230213_081015_jpg.rf.48118b9b7c80c7e987c6fdeb8932b6a7.jpg,41.6,19.8
../data/raw/banana_set_large\20230213_081020_jpg.rf.17971c2f2c48fc31b27469aed343b110.jpg,12.4,21.2
../data/raw/banana_set_large\20230213_081020_jpg.rf.ef449bc1a28fb22bb917c3b505953985.jpg,30.5,20.7
../data/raw/banana_set_large\20230213_081026_jpg.rf.36032e9b51a5fa8fba3a9480d57e4c94.jpg,9.4,36.3
../data/raw/banana_set_large\20230213_081029_jpg.rf.e7753a4c8dbeb0207c1c93e3be9ff6f9.jpg,24.3,19.8
../data/raw/banana_set_large\20230213_081032_jpg.rf.23b057376f2cd43db64c6b007d002ce5.jpg,27.3,26.9
../data/raw/banana_set_large\20230213_081037_jpg.rf.8d51592a3d9e6ecc0b1461cb5fcda985.jpg,14.9,30.9
../data/raw/banana_set_large\20230213_081039_jpg.rf.2555f38c06a7569830d9a32488ae5168.jpg,16.1,17.4
../data/raw/banana_set_large\20230213_081045_jpg.rf.5e928b8a1f93b78d47b325576e2fb46f.jpg,30.7,33.4
../data/raw/banana_set_large\20230213_081046_jpg.rf.cd458c75473b6a0c6fb65b1624339e69.jpg,14.1,25.3
../data/raw/banana_set_large\20230213_081051_jpg.rf.29612cd76086f45bd37eb74819d9465a.jpg,5.3,26.2
../data/raw/banana_set_large\20230213_081102_jpg.rf.541821f0047d041812acb2d4828caa44.jpg,10.4,25.6
../data/raw/banana_set_large\20230213_081104_jpg.rf.542e92b6c7611f249ade2f304dab1766.jpg,14.7,18.2
../data/raw/banana_set_large\20230213_081110_jpg.rf.53e95d7d780339aa43448709faf8142f.jpg,39.7,31.4
../data/raw/banana_set_large\20230213_081111_jpg.rf.4549f0ab418b8d58089b002188334ba7.jpg,14.5,42.0
../data/raw/banana_set_large\20230213_081114_jpg.rf.38c968240ea21f8012a7523cb4878d2d.jpg,15.6,32.6
../data/raw/banana_set_large\20230213_081119_jpg.rf.02bea0c4aa343b9fb752c04bca638735.jpg,18.1,28.7
../data/raw/banana_set_large\20230213_081122_jpg.rf.c237473635502aceb59d09e5431fe99c.jpg,7.7,35.0
../data/raw/banana_set_large\20230213_081128_jpg.rf.2870089088d5a8a2e3ad8ef21763801e.jpg,22.5,26.4
../data/raw/banana_set_large\20230213_081133_jpg.rf.cb4f12cddebb8bf7ec88fc058917965a.jpg,25.9,36.9
../data/raw/banana_set_large\20230213_081134_jpg.rf.4a698ada36b6e1e98a4ec1556d0cac15.jpg,17.2,26.2
../data/raw/banana_set_large\20230213_081136_jpg.rf.b4bdaccc97e309586d1d7a8e6d7f0fd4.jpg,33.5,15.9
../data/raw/banana_set_large\20230213_081152_jpg.rf.53723486c3e5db8dba183e0ded71ed87.jpg,30.0,4.1
../data/raw/banana_set_large\20230213_081202_jpg.rf.47f22502b966b62da265fe41e9e37d3f.jpg,22.2,10.7
../data/raw/banana_set_large\20230213_081209_jpg.rf.074f0f60ef0e92ec022c722fd87a83b5.jpg,19.2,14.8
../data/raw/banana_set_large\20230213_081221_jpg.rf.7040be3ec15ed9bed50458dc2d820fd5.jpg,21.7,25.8
../data/raw/banana_set_large\20230213_081225_jpg.rf.1aabd3a6953691f278feeaf8a45e810c.jpg,13.9,20.6
../data/raw/banana_set_large\20230213_081228_jpg.rf.2525dab7c71d5958a1a20a28d90f9ef1.jpg,11.6,8.7
../data/raw/banana_set_large\20230213_081243_jpg.rf.34b6e47bfe44de006cbb0805ef00f4b3.jpg,19.3,24.1
../data/raw/banana_set_large\20230213_081243_jpg.rf.a7e0f09f1b7f0527098447b0e9ea5fe3.jpg,35.4,22.2
../data/raw/banana_set_large\20230213_081250_jpg.rf.c6364c72e26ec6245ee9a2f1fb2399b7.jpg,16.1,25.8
../data/raw/banana_set_large\20230213_081255_jpg.rf.9db0bba6275bdab2087065a64a0d1de9.jpg,20.1,24.8
../data/raw/banana_set_large\20230213_081412_jpg.rf.81364053cb6c2cc16fcf606f13f0240b.jpg,18.3,7.7
../data/raw/banana_set_large\20230213_081425_jpg.rf.838cf14e817336ebef7e5c2f0165aedc.jpg,24.7,39.0
../data/raw/banana_set_large\20230213_081438_jpg.rf.fb944692529edfbfb1fd136b5169e3da.jpg,14.4,13.4
../data/raw/banana_set_large\20230213_081439_jpg.rf.866e1ae076ad8a0cf2feb17f6172a295.jpg,28.0,28.4
../data/raw/banana_set_large\20230213_081443_jpg.rf.79fbc30ce5db2391d876e4b50e4a05ce.jpg,16.2,10.4
../data/raw/banana_set_large\20230213_081445_jpg.rf.34117aca79e19b25ae695693bd2e33fb.jpg,25.7,31.8
../data/raw/banana_set_large\20230213_081454_jpg.rf.4fa7956fb8c295b8cfe953e97355f13e.jpg,28.3,27.6
../data/raw/banana_set_large\20230213_081456_jpg.rf.6953fd070fd9f4e4905851352c86984c.jpg,16.4,19.3
../data/raw/banana_set_large\20230213_081500_jpg.rf.5beca91a38937ead4dadd7aa69ae30ff.jpg,30.9,33.8
../data/raw/banana_set_large\20230213_081511_jpg.rf.a8a4aeb0f5d244d1eb3c09c168a85c70.jpg,30.3,30.5
../data/raw/banana_set_large\20230213_081520_jpg.rf.b4ced9456cac54525b1b1ca2006f5b72.jpg,27.3,29.9
../data/raw/banana_set_large\20230213_081520_jpg.rf.cbc115c124e08544ecea816f51f280d4.jpg,17.5,20.1
../data/raw/banana_set_large\20230213_081524_jpg.rf.75a657d12dfc2a1819e2116754cd1ffc.jpg,20.3,23.8
../data/raw/banana_set_large\20230213_081529_jpg.rf.297460b7f2d8a581d619c817f9758489.jpg,15.3,30.3
../data/raw/banana_set_large\20230213_081535_jpg.rf.6d97b00c2974c592a3549cc378240b1d.jpg,14.0,22.6
../data/raw/banana_set_large\20230213_081541_jpg.rf.e4d6170826efe35de01b8866dbc50596.jpg,29.4,37.6
../data/raw/banana_set_large\20230213_081545_jpg.rf.e8d59b1c54c48bdd49a364d59f6a0513.jpg,26.2,29.7
../data/raw/banana_set_large\20230213_081602_jpg.rf.073072deeed74fee80cd24c04170b391.jpg,34.5,11.4
../data/raw/banana_set_large\20230213_081605_jpg.rf.b49de6a3c2420354378069582a4ec7e4.jpg,11.5,5.9
../data/raw/banana_set_large\20230213_081609_jpg.rf.54568c544f620815cbdbb4237eb1d6c4.jpg,8.0,7.3
../data/raw/banana_set_large\20230213_081614_jpg.rf.5009402a6ddc9cc914c167ceaa020715.jpg,18.4,6.4
../data/raw/banana_set_large\20230213_081620_jpg.rf.bbb8cad915ba41ec5c762aaa240951b9.jpg,19.2,5.3
../data/raw/banana_set_large\20230213_081625_jpg.rf.2dfd700fcad16e5268f56976e93b1ffc.jpg,12.8,7.3
../data/raw/banana_set_large\20230213_081630_jpg.rf.c0c0c1a3209eee58bc192975e3df04bd.jpg,8.6,7.2
../data/raw/banana_set_large\20230213_081632_jpg.rf.5dbb3419350fce756e6bff190e013c12.jpg,32.5,6.3
../data/raw/banana_set_large\20230213_081637_jpg.rf.b1195716e2506d05d68b3a978fe7bd26.jpg,11.9,6.0
../data/raw/banana_set_large\20230213_081641_jpg.rf.e36510b3ba913d2f67fd6a7af8a3f690.jpg,5.2,5.6
../data/raw/banana_set_large\20230213_081642_jpg.rf.3d1553bf753e61360d233142cc6feca5.jpg,34.7,10.2
../data/raw/banana_set_large\20230213_081653_jpg.rf.d4c5b4f89ab9c4b54b835d4d8f3dc4f5.jpg,27.2,4.8
../data/raw/banana_set_large\20230213_081656_jpg.rf.0893aa6e6a4ad84a63eb274357c25468.jpg,15.1,8.5
../data/raw/banana_set_large\20230213_081702_jpg.rf.6469d83dcd5e637f7ab86d0f6cc4e98a.jpg,32.0,32.4
../data/raw/banana_set_large\20230213_081702_jpg.rf.b8eec5ab7bd9fbb925e509952d1e6188.jpg,34.3,4.0
../data/raw/banana_set_large\20230213_081712_jpg.rf.df44c313324f7322960085b02b020e12.jpg,44.5,44.4
../data/raw/banana_set_large\20230213_081718_jpg.rf.103652e561c962279e72f36db28d8058.jpg,25.6,20.4
../data/raw/banana_set_large\20230213_081720_jpg.rf.bef814468c639f46207c47cf379d2cb6.jpg,21.1,7.7
../data/raw/banana_set_large\20230213_081726_jpg.rf.87a145eb08e1cf30adf71ff5137901fd.jpg,22.9,7.8
../data/raw/banana_set_large\20230213_082057_jpg.rf.e9ef714fe262fa28fd302cf5ab8775da.jpg,42.6,24.7
../data/raw/banana_set_large\20230213_082106_jpg.rf.af93259d67d20e92dfe8b2abd7c787a9.jpg,41.8,14.6
../data/raw/banana_set_large\20230213_082112_jpg.rf.df27f2141dd7b4ce0c8f45dcf6532781.jpg,21.7,18.9
../data/raw/banana_set_large\20230213_082117_jpg.rf.40c6fc0124ac9633154a2062db280af4.jpg,39.3,10.4
../data/raw/banana_set_large\20230213_082117_jpg.rf.bcf64960824a4482fa670e1f7db9fe9f.jpg,23.2,16.1
../data/raw/banana_set_large\20230213_082124_jpg.rf.02631122e424e251f77bdb3f8e71bbe9.jpg,26.7,20.7
../data/raw/banana_set_large\20230213_082128_jpg.rf.7d2c540c972b97274025cb422c4b4704.jpg,32.3,10.8
../data/raw/banana_set_large\20230213_082129_jpg.rf.86dfe8aa8e6e4e2ad661aca3de85e3e8.jpg,25.6,17.7
../data/raw/banana_set_large\20230213_082134_jpg.rf.f6867a915cf1fa2f152c20b2302c3697.jpg,27.8,18.5
